date,channel_group,device_category,sessions,new_users,engaged_sessions,conversions,revenue_usd,bounce_rate,avg_session_duration_sec
2026-03-10,Paid Social,desktop,182,141,78,1,35.19,0.455,53
2026-03-10,Email,tablet,283,174,167,9,397.87,0.303,139
2026-03-10,Direct,desktop,145,104,87,2,98.6,0.599,80
2026-03-10,Referral,desktop,136,94,87,4,192.84,0.508,175
2026-03-11,Organic Search,desktop,310,207,144,12,513.12,0.331,174
2026-03-11,Paid Search,desktop,181,111,99,6,271.05,0.41,97
2026-03-11,Paid Social,mobile,203,130,121,2,77.37,0.313,204
2026-03-11,Email,desktop,252,172,126,9,516.64,0.416,136
2026-03-11,Direct,mobile,152,88,73,2,78.25,0.327,178
2026-03-11,Referral,desktop,130,84,56,5,215.36,0.617,58
2026-03-12,Organic Search,tablet,353,253,199,13,627.85,0.368,66
2026-03-12,Paid Search,desktop,168,111,71,9,300.36,0.309,255
2026-03-12,Paid Social,mobile,215,165,106,6,239.03,0.6,217
2026-03-12,Email,desktop,285,169,181,13,600.88,0.467,193
2026-03-12,Direct,mobile,152,103,102,5,239.53,0.397,143
2026-03-12,Referral,desktop,114,81,51,5,232.2,0.525,220
2026-03-13,Organic Search,desktop,352,263,236,12,547.88,0.386,61
2026-03-13,Paid Search,mobile,193,132,129,6,220.31,0.537,148
2026-03-13,Paid Social,mobile,229,146,140,7,254.49,0.363,102
2026-03-13,Email,mobile,239,139,132,14,713.79,0.606,73
2026-03-13,Direct,desktop,166,103,81,4,161.45,0.591,130
2026-03-13,Referral,mobile,139,92,82,6,302.68,0.521,84
2026-03-14,Organic Search,desktop,367,253,202,7,350.91,0.466,258
2026-03-14,Paid Search,desktop,202,128,118,5,201.66,0.568,104
2026-03-14,Paid Social,mobile,232,164,115,11,341.89,0.429,203
2026-03-14,Email,desktop,296,208,148,16,850.25,0.501,252
2026-03-14,Direct,mobile,178,109,92,8,343.04,0.513,85
2026-03-14,Referral,desktop,147,83,82,6,258.26,0.349,136
2026-03-15,Organic Search,mobile,359,206,173,10,472.35,0.29,134
2026-03-15,Paid Search,mobile,218,169,133,13,566.96,0.281,130
2026-03-15,Paid Social,desktop,272,195,176,4,122.41,0.298,49
2026-03-15,Email,desktop,320,178,159,15,709.69,0.475,54
2026-03-15,Direct,mobile,187,130,109,5,192.58,0.37,241
2026-03-15,Referral,desktop,159,103,75,5,204.93,0.578,251
2026-03-16,Organic Search,desktop,265,150,137,9,353.96,0.289,123
2026-03-16,Paid Search,mobile,177,117,90,3,113.55,0.596,188
2026-03-16,Paid Social,desktop,218,143,119,10,401.9,0.591,105
2026-03-16,Email,mobile,243,182,136,8,386.72,0.514,106
2026-03-16,Direct,desktop,130,78,81,5,250.1,0.61,235
2026-03-16,Referral,desktop,106,65,69,6,276.0,0.604,235
2026-03-17,Organic Search,mobile,353,204,238,11,467.75,0.332,183
2026-03-17,Paid Search,mobile,191,118,81,1,36.97,0.438,136
2026-03-17,Paid Social,desktop,208,131,106,5,209.89,0.343,111
2026-03-17,Email,desktop,265,148,169,7,344.52,0.508,252
2026-03-17,Direct,mobile,152,98,70,1,49.78,0.348,109
2026-03-17,Referral,mobile,137,86,75,4,205.25,0.311,219
2026-03-18,Organic Search,mobile,316,204,135,5,194.85,0.407,227
2026-03-18,Paid Search,mobile,192,128,97,7,266.55,0.615,64
2026-03-18,Paid Social,desktop,191,112,96,2,84.03,0.548,161
2026-03-18,Email,tablet,266,177,157,15,650.55,0.296,123
2026-03-18,Direct,mobile,156,102,70,7,327.99,0.339,204
2026-03-18,Referral,desktop,149,115,96,5,205.71,0.473,106
2026-03-19,Organic Search,desktop,352,213,187,5,197.38,0.379,220
2026-03-19,Paid Search,mobile,147,106,79,4,163.98,0.579,198
2026-03-19,Paid Social,mobile,223,129,129,5,205.22,0.579,186
2026-03-19,Email,desktop,268,195,176,17,716.67,0.426,84
2026-03-19,Direct,desktop,150,109,91,4,155.94,0.603,219
2026-03-19,Referral,desktop,123,94,71,7,333.01,0.31,216
2026-03-20,Organic Search,mobile,317,190,142,11,458.36,0.533,89
2026-03-20,Paid Search,desktop,187,114,126,5,183.84,0.437,98
2026-03-20,Paid Social,desktop,176,120,107,5,189.25,0.52,248
2026-03-20,Email,desktop,231,157,147,13,603.32,0.52,127
2026-03-20,Direct,desktop,150,87,70,2,100.74,0.556,72
2026-03-20,Referral,mobile,134,84,65,5,196.92,0.319,126
2026-03-21,Organic Search,mobile,350,234,202,12,430.63,0.387,216
2026-03-21,Paid Search,mobile,200,151,98,4,167.3,0.311,153
2026-03-21,Paid Social,tablet,240,166,149,5,175.89,0.498,76
2026-03-21,Email,mobile,309,199,174,16,885.08,0.586,254
2026-03-21,Direct,desktop,178,117,111,6,313.67,0.557,178
2026-03-21,Referral,desktop,147,109,74,8,340.15,0.482,80
2026-03-22,Organic Search,desktop,344,222,228,9,408.11,0.524,189
2026-03-22,Paid Search,mobile,224,150,104,6,275.2,0.499,231
2026-03-22,Paid Social,desktop,211,157,116,6,239.39,0.4,181
2026-03-22,Email,mobile,316,189,155,11,471.88,0.319,49
2026-03-22,Direct,mobile,197,151,107,3,146.28,0.577,114
2026-03-22,Referral,mobile,159,109,69,6,285.9,0.584,104
2026-03-23,Organic Search,desktop,325,246,210,8,288.32,0.538,111
2026-03-23,Paid Search,mobile,186,113,84,10,402.64,0.433,55
2026-03-23,Paid Social,mobile,240,165,150,6,220.92,0.501,254
2026-03-23,Email,mobile,248,137,140,11,466.6,0.599,48
2026-03-23,Direct,desktop,156,105,78,5,214.47,0.426,165
2026-03-23,Referral,desktop,135,88,79,3,144.28,0.344,211
2026-03-24,Organic Search,mobile,363,262,235,9,397.33,0.327,171
2026-03-24,Paid Search,mobile,185,110,119,5,226.57,0.412,194
2026-03-24,Paid Social,mobile,194,144,84,1,42.44,0.289,256
2026-03-24,Email,desktop,301,206,156,15,701.03,0.344,219
2026-03-24,Direct,mobile,153,102,66,4,162.55,0.584,101
2026-03-24,Referral,desktop,131,87,87,2,102.17,0.548,87
2026-03-25,Organic Search,mobile,363,228,234,10,398.76,0.431,169
2026-03-25,Paid Search,mobile,184,117,82,5,188.43,0.571,175
2026-03-25,Paid Social,desktop,192,127,101,3,101.41,0.602,69
2026-03-25,Email,mobile,250,187,119,14,765.57,0.345,147
2026-03-25,Direct,mobile,156,107,101,2,87.75,0.408,142
2026-03-25,Referral,desktop,155,119,83,8,335.71,0.37,160
2026-03-26,Organic Search,mobile,294,182,160,4,158.35,0.389,110
2026-03-26,Paid Search,mobile,176,134,105,5,214.45,0.468,84
2026-03-26,Paid Social,mobile,206,119,94,1,37.31,0.554,164
2026-03-26,Email,mobile,258,172,126,21,1080.72,0.477,119
2026-03-26,Direct,desktop,136,96,60,6,233.49,0.437,73
2026-03-26,Referral,desktop,139,106,81,10,485.87,0.337,124
2026-03-27,Organic Search,mobile,378,265,256,7,302.9,0.299,152
2026-03-27,Paid Search,desktop,170,110,107,3,106.52,0.558,109
2026-03-27,Paid Social,desktop,165,118,79,2,79.85,0.48,226
2026-03-27,Email,mobile,260,183,175,15,718.91,0.411,249
2026-03-27,Direct,mobile,166,113,105,5,187.28,0.408,52
2026-03-27,Referral,mobile,119,68,67,2,108.64,0.55,256
2026-03-28,Organic Search,desktop,355,250,232,8,339.45,0.613,107
2026-03-28,Paid Search,mobile,188,125,104,8,336.86,0.524,150
2026-03-28,Paid Social,desktop,247,163,156,1,35.74,0.366,174
2026-03-28,Email,desktop,270,169,156,14,593.35,0.557,190
2026-03-28,Direct,desktop,174,120,99,5,202.02,0.553,252
2026-03-28,Referral,desktop,146,96,91,5,267.87,0.583,194
2026-03-29,Organic Search,mobile,371,241,185,9,429.49,0.338,251
2026-03-29,Paid Search,desktop,246,157,154,9,385.51,0.343,219
2026-03-29,Paid Social,desktop,240,165,157,3,128.46,0.466,211
2026-03-29,Email,desktop,317,213,208,8,406.43,0.481,58
2026-03-29,Direct,mobile,165,120,71,6,308.81,0.417,97
2026-03-29,Referral,tablet,165,126,82,3,137.11,0.445,162
2026-03-30,Organic Search,mobile,312,202,158,8,373.32,0.36,207
2026-03-30,Paid Search,mobile,150,87,63,3,116.67,0.312,133
2026-03-30,Paid Social,mobile,225,138,106,5,199.19,0.444,221
2026-03-30,Email,mobile,227,131,141,15,745.06,0.464,78
2026-03-30,Direct,mobile,136,94,71,6,254.39,0.493,227
2026-03-30,Referral,desktop,123,67,54,2,92.04,0.44,168
2026-03-31,Organic Search,desktop,316,235,197,5,206.34,0.475,156
2026-03-31,Paid Search,mobile,142,85,74,3,139.97,0.448,229
2026-03-31,Paid Social,desktop,188,138,82,3,119.2,0.512,225
2026-03-31,Email,mobile,240,183,136,11,568.25,0.602,205
2026-03-31,Direct,mobile,144,87,64,4,158.31,0.582,50
2026-03-31,Referral,desktop,139,91,65,8,349.44,0.556,219
2026-04-01,Organic Search,mobile,353,212,167,9,380.89,0.586,206
2026-04-01,Paid Search,desktop,178,127,90,4,155.5,0.354,107
2026-04-01,Paid Social,mobile,226,148,144,5,175.13,0.545,206
2026-04-01,Email,desktop,200,116,87,9,382.36,0.415,193
2026-04-01,Direct,mobile,135,76,69,3,129.81,0.318,97
2026-04-01,Referral,desktop,130,76,86,3,136.45,0.304,127
2026-04-02,Organic Search,mobile,359,217,197,13,616.63,0.482,71
2026-04-02,Paid Search,mobile,168,109,108,6,252.19,0.332,52
2026-04-02,Paid Social,mobile,217,122,119,3,122.45,0.368,197
2026-04-02,Email,desktop,264,203,159,16,717.13,0.438,212
2026-04-02,Direct,mobile,136,91,64,3,149.18,0.283,141
2026-04-02,Referral,mobile,136,97,66,5,239.95,0.309,255
2026-04-03,Organic Search,mobile,366,209,195,12,546.93,0.357,89
2026-04-03,Paid Search,mobile,197,134,101,4,142.24,0.48,157
2026-04-03,Paid Social,desktop,188,145,89,1,42.31,0.359,161
2026-04-03,Email,desktop,306,189,180,19,1038.51,0.286,123
2026-04-03,Direct,mobile,133,93,86,5,210.76,0.385,139
2026-04-03,Referral,mobile,121,79,66,8,326.44,0.52,192
2026-04-04,Organic Search,mobile,400,309,177,18,772.85,0.377,51
2026-04-04,Paid Search,mobile,240,142,109,11,378.37,0.528,68
2026-04-04,Paid Social,mobile,272,170,132,2,72.85,0.583,107
2026-04-04,Email,mobile,293,214,189,25,1199.8,0.496,205
2026-04-04,Direct,desktop,194,106,88,5,243.55,0.526,163
2026-04-04,Referral,mobile,165,111,73,3,134.85,0.286,79
2026-04-05,Organic Search,desktop,417,294,248,8,374.36,0.499,183
2026-04-05,Paid Search,mobile,201,121,91,3,123.52,0.547,243
2026-04-05,Paid Social,desktop,254,144,157,3,115.66,0.332,177
2026-04-05,Email,mobile,245,158,107,11,527.7,0.503,173
2026-04-05,Direct,mobile,160,107,85,6,293.2,0.455,197
2026-04-05,Referral,desktop,147,81,82,5,262.6,0.592,206
2026-04-06,Organic Search,mobile,343,219,226,11,524.27,0.367,254
2026-04-06,Paid Search,mobile,180,137,120,4,159.38,0.586,224
2026-04-06,Paid Social,mobile,203,123,125,2,73.88,0.57,97
2026-04-06,Email,mobile,269,175,127,17,794.78,0.286,154
2026-04-06,Direct,desktop,146,109,76,2,101.52,0.431,165
2026-04-06,Referral,tablet,116,84,76,3,118.68,0.448,108
2026-04-07,Organic Search,mobile,365,272,202,8,371.96,0.333,117
2026-04-07,Paid Search,desktop,172,101,79,4,186.96,0.37,125
2026-04-07,Paid Social,desktop,200,155,96,5,211.85,0.424,60
2026-04-07,Email,desktop,285,194,137,10,552.7,0.305,78
2026-04-07,Direct,mobile,154,114,100,6,265.82,0.53,234
2026-04-07,Referral,mobile,126,95,72,1,47.81,0.61,250
2026-04-08,Organic Search,mobile,381,220,233,9,330.34,0.453,170
2026-04-08,Paid Search,desktop,198,122,105,4,178.65,0.303,65
2026-04-08,Paid Social,mobile,220,156,102,4,156.26,0.567,111
2026-04-08,Email,desktop,276,191,133,19,937.79,0.391,186
2026-04-08,Direct,tablet,156,119,72,7,274.98,0.399,52
2026-04-08,Referral,mobile,123,90,70,5,243.4,0.52,70
2026-04-09,Organic Search,desktop,286,185,120,8,333.63,0.42,48
2026-04-09,Paid Search,desktop,206,145,90,11,398.05,0.573,78
2026-04-09,Paid Social,mobile,211,117,125,5,174.01,0.384,161
2026-04-09,Email,desktop,246,165,116,15,859.64,0.347,248
2026-04-09,Direct,mobile,144,103,87,7,331.97,0.287,172
2026-04-09,Referral,desktop,134,77,79,9,404.69,0.477,150
2026-04-10,Organic Search,mobile,306,194,149,6,256.07,0.491,113
2026-04-10,Paid Search,desktop,158,106,85,4,170.59,0.476,111
2026-04-10,Paid Social,desktop,212,119,131,8,265.61,0.467,169
2026-04-10,Email,desktop,247,149,147,24,1381.85,0.595,59
2026-04-10,Direct,desktop,124,78,60,3,144.17,0.452,62
2026-04-10,Referral,desktop,128,99,85,3,134.97,0.303,73
2026-04-11,Organic Search,desktop,403,252,244,15,556.03,0.612,150
2026-04-11,Paid Search,mobile,201,117,92,9,352.84,0.441,105
2026-04-11,Paid Social,mobile,264,184,119,5,159.22,0.565,61
2026-04-11,Email,mobile,326,181,219,13,618.75,0.527,97
2026-04-11,Direct,mobile,181,126,116,5,189.09,0.546,242
2026-04-11,Referral,desktop,139,101,89,3,154.11,0.56,99
2026-04-12,Organic Search,desktop,370,282,230,9,448.78,0.419,107
2026-04-12,Paid Search,desktop,208,140,96,4,156.77,0.455,250
2026-04-12,Paid Social,mobile,254,147,147,6,235.56,0.379,259
2026-04-12,Email,mobile,320,224,179,13,712.46,0.458,59
2026-04-12,Direct,mobile,148,83,83,1,39.23,0.408,70
2026-04-12,Referral,mobile,142,94,95,5,205.98,0.401,111
2026-04-13,Organic Search,mobile,378,262,201,10,400.16,0.597,136
2026-04-13,Paid Search,desktop,197,124,112,5,214.25,0.525,103
2026-04-13,Paid Social,mobile,217,156,112,8,329.42,0.315,135
2026-04-13,Email,desktop,266,165,144,13,717.11,0.507,216
2026-04-13,Direct,mobile,131,76,63,1,49.01,0.346,173
2026-04-13,Referral,mobile,123,76,64,5,259.72,0.589,199
2026-04-14,Organic Search,tablet,295,190,141,16,736.57,0.321,80
2026-04-14,Paid Search,desktop,165,94,71,7,298.04,0.295,106
2026-04-14,Paid Social,mobile,199,153,133,4,140.57,0.426,230
2026-04-14,Email,mobile,275,173,141,12,584.3,0.459,157
2026-04-14,Direct,mobile,152,112,101,5,207.89,0.366,52
2026-04-14,Referral,desktop,135,96,75,4,173.51,0.604,70
2026-04-15,Organic Search,tablet,378,283,196,12,442.62,0.324,158
2026-04-15,Paid Search,mobile,187,137,91,11,446.77,0.618,169
2026-04-15,Paid Social,mobile,192,133,83,2,68.23,0.345,115
2026-04-15,Email,mobile,266,184,113,20,938.17,0.561,66
2026-04-15,Direct,mobile,169,125,84,5,205.01,0.321,137
2026-04-15,Referral,desktop,135,92,68,6,240.89,0.566,209
2026-04-16,Organic Search,desktop,350,215,149,14,678.49,0.539,121
2026-04-16,Paid Search,mobile,185,102,101,7,268.68,0.616,172
2026-04-16,Paid Social,mobile,203,149,106,3,104.1,0.503,200
2026-04-16,Email,mobile,235,182,122,16,892.55,0.443,209
2026-04-16,Direct,mobile,149,95,99,2,76.42,0.603,229
2026-04-16,Referral,desktop,102,74,53,5,227.67,0.383,152
2026-04-17,Organic Search,desktop,327,189,212,6,282.08,0.564,81
2026-04-17,Paid Search,mobile,160,117,103,6,226.11,0.585,137
2026-04-17,Paid Social,mobile,209,141,94,3,112.94,0.552,186
2026-04-17,Email,mobile,232,139,142,12,559.9,0.445,214
2026-04-17,Direct,desktop,171,106,115,6,259.58,0.332,119
2026-04-17,Referral,desktop,128,92,69,6,315.57,0.586,179
2026-04-18,Organic Search,tablet,506,372,239,12,500.54,0.531,72
2026-04-18,Paid Search,mobile,198,146,108,7,297.59,0.317,132
2026-04-18,Paid Social,desktop,240,173,143,8,331.77,0.468,58
2026-04-18,Email,desktop,330,247,196,13,699.04,0.564,137
2026-04-18,Direct,tablet,159,97,96,6,244.06,0.561,94
2026-04-18,Referral,desktop,126,75,79,8,396.18,0.477,114
2026-04-19,Organic Search,mobile,331,188,155,11,408.02,0.3,233
2026-04-19,Paid Search,tablet,225,134,100,10,365.32,0.522,254
2026-04-19,Paid Social,mobile,256,177,129,2,62.51,0.335,73
2026-04-19,Email,mobile,337,218,156,18,828.52,0.527,161
2026-04-19,Direct,desktop,152,106,101,4,185.41,0.443,56
2026-04-19,Referral,desktop,145,88,88,11,479.03,0.41,227
2026-04-20,Organic Search,desktop,358,269,152,15,660.79,0.592,149
2026-04-20,Paid Search,mobile,196,147,89,10,377.42,0.514,247
2026-04-20,Paid Social,desktop,161,120,91,3,127.25,0.298,149
2026-04-20,Email,desktop,237,171,111,11,469.53,0.294,251
2026-04-20,Direct,mobile,142,97,67,2,97.11,0.616,167
2026-04-20,Referral,desktop,121,83,75,2,88.42,0.282,185
2026-04-21,Organic Search,mobile,349,257,179,8,371.75,0.42,91
2026-04-21,Paid Search,mobile,152,91,85,2,70.51,0.601,167
2026-04-21,Paid Social,desktop,228,130,121,6,206.91,0.541,225
2026-04-21,Email,mobile,229,157,141,14,683.12,0.61,179
2026-04-21,Direct,desktop,148,114,83,4,164.33,0.517,117
2026-04-21,Referral,mobile,123,79,78,5,274.02,0.356,224
2026-04-22,Organic Search,mobile,321,189,195,9,408.42,0.416,199
2026-04-22,Paid Search,desktop,207,115,88,6,263.19,0.392,141
2026-04-22,Paid Social,desktop,212,119,117,5,194.41,0.329,174
2026-04-22,Email,mobile,249,168,147,11,449.75,0.437,226
2026-04-22,Direct,mobile,159,119,82,8,340.65,0.437,255
2026-04-22,Referral,mobile,141,91,89,12,472.27,0.341,199
2026-04-23,Organic Search,desktop,357,259,236,12,552.21,0.603,156
2026-04-23,Paid Search,mobile,181,104,120,6,260.65,0.555,158
2026-04-23,Paid Social,mobile,212,150,103,7,233.12,0.419,254
2026-04-23,Email,desktop,247,189,142,16,754.77,0.39,76
2026-04-23,Direct,desktop,156,101,82,6,246.82,0.428,53
2026-04-23,Referral,tablet,131,92,56,5,232.72,0.345,230
2026-04-24,Organic Search,mobile,310,207,176,9,363.2,0.461,120
2026-04-24,Paid Search,mobile,168,128,104,6,209.47,0.512,246
2026-04-24,Paid Social,desktop,247,139,133,3,118.45,0.6,236
2026-04-24,Email,mobile,256,142,131,11,512.82,0.402,241
2026-04-24,Direct,mobile,152,114,95,7,327.54,0.494,248
2026-04-24,Referral,desktop,129,90,54,6,247.72,0.603,161
2026-04-25,Organic Search,mobile,409,249,191,17,819.22,0.497,114
2026-04-25,Paid Search,mobile,176,106,81,4,155.07,0.555,79
2026-04-25,Paid Social,mobile,264,182,157,4,134.09,0.376,247
2026-04-25,Email,desktop,289,173,151,15,694.43,0.471,157
2026-04-25,Direct,desktop,176,121,103,5,232.16,0.554,212
2026-04-25,Referral,mobile,136,76,88,4,173.43,0.526,231
2026-04-26,Organic Search,mobile,400,239,192,13,504.82,0.365,89
2026-04-26,Paid Search,desktop,201,136,103,6,199.41,0.582,231
2026-04-26,Paid Social,desktop,272,177,156,4,137.68,0.309,214
2026-04-26,Email,desktop,296,201,172,11,614.16,0.296,94
2026-04-26,Direct,desktop,165,99,78,2,89.75,0.309,219
2026-04-26,Referral,mobile,144,86,63,8,388.89,0.421,81
2026-04-27,Organic Search,desktop,353,216,159,12,507.99,0.394,160
2026-04-27,Paid Search,tablet,215,143,103,9,303.6,0.491,221
2026-04-27,Paid Social,desktop,206,157,135,2,72.72,0.334,195
2026-04-27,Email,desktop,258,146,156,11,500.93,0.412,215
2026-04-27,Direct,mobile,154,92,68,8,354.96,0.305,47
2026-04-27,Referral,tablet,129,85,62,6,270.85,0.296,117
2026-04-28,Organic Search,mobile,342,203,185,10,414.59,0.299,133
2026-04-28,Paid Search,desktop,208,156,123,3,134.06,0.305,105
2026-04-28,Paid Social,desktop,224,160,146,0,0.0,0.519,188
2026-04-28,Email,desktop,255,187,164,13,539.2,0.454,253
2026-04-28,Direct,mobile,165,122,85,3,142.16,0.55,224
2026-04-28,Referral,mobile,119,84,51,8,321.87,0.428,90
2026-04-29,Organic Search,mobile,307,225,145,9,420.18,0.38,111
2026-04-29,Paid Search,desktop,185,117,123,3,109.22,0.313,252
2026-04-29,Paid Social,mobile,229,177,102,2,62.19,0.443,176
2026-04-29,Email,desktop,274,162,131,14,776.23,0.378,183
2026-04-29,Direct,desktop,149,97,85,3,138.17,0.361,96
2026-04-29,Referral,desktop,101,68,50,3,129.83,0.473,254
2026-04-30,Organic Search,mobile,340,246,182,15,712.53,0.36,151
2026-04-30,Paid Search,mobile,176,117,81,6,258.95,0.493,184
2026-04-30,Paid Social,desktop,241,155,133,4,140.45,0.519,84
2026-04-30,Email,mobile,272,151,114,7,346.81,0.529,110
2026-04-30,Direct,mobile,147,104,80,3,121.34,0.534,134
2026-04-30,Referral,desktop,124,85,74,5,221.35,0.575,101
2026-05-01,Organic Search,desktop,290,171,151,6,281.22,0.315,254
2026-05-01,Paid Search,mobile,176,108,79,5,200.02,0.513,152
2026-05-01,Paid Social,desktop,214,137,133,7,260.9,0.379,110
2026-05-01,Email,desktop,243,164,130,8,454.79,0.426,186
2026-05-01,Direct,mobile,153,100,101,3,127.48,0.577,132
2026-05-01,Referral,mobile,135,92,62,7,314.8,0.465,131
2026-05-02,Organic Search,mobile,368,251,158,6,282.17,0.607,178
2026-05-02,Paid Search,mobile,225,164,106,6,228.83,0.329,216
2026-05-02,Paid Social,desktop,236,181,116,3,93.71,0.579,62
2026-05-02,Email,mobile,313,208,207,16,758.34,0.529,80
2026-05-02,Direct,mobile,197,149,121,3,128.43,0.373,211
2026-05-02,Referral,mobile,144,91,74,5,208.18,0.497,192
2026-05-03,Organic Search,mobile,433,314,202,15,666.46,0.564,219
2026-05-03,Paid Search,mobile,192,130,122,6,246.32,0.295,129
2026-05-03,Paid Social,mobile,198,151,121,3,127.77,0.333,106
2026-05-03,Email,mobile,263,199,131,19,967.2,0.557,254
2026-05-03,Direct,mobile,160,98,101,5,237.54,0.529,171
2026-05-03,Referral,desktop,148,90,82,3,148.6,0.446,116
2026-05-04,Organic Search,mobile,331,248,199,11,515.92,0.469,160
2026-05-04,Paid Search,desktop,203,120,116,6,278.39,0.354,117
2026-05-04,Paid Social,tablet,227,146,151,8,263.36,0.499,148
2026-05-04,Email,mobile,251,176,155,19,1059.4,0.504,48
2026-05-04,Direct,tablet,148,109,90,3,118.33,0.522,227
2026-05-04,Referral,mobile,125,89,74,4,183.55,0.554,256
2026-05-05,Organic Search,mobile,337,193,218,5,194.62,0.475,72
2026-05-05,Paid Search,desktop,200,149,128,7,281.57,0.542,216
2026-05-05,Paid Social,mobile,220,155,110,3,117.4,0.537,64
2026-05-05,Email,desktop,276,208,179,10,416.63,0.383,249
2026-05-05,Direct,mobile,154,101,82,6,264.61,0.61,91
2026-05-05,Referral,mobile,137,105,85,6,327.04,0.57,253
2026-05-06,Organic Search,desktop,360,215,211,10,374.33,0.343,243
2026-05-06,Paid Search,mobile,187,113,83,4,177.62,0.56,153
2026-05-06,Paid Social,desktop,203,113,129,3,128.38,0.281,65
2026-05-06,Email,mobile,290,203,186,20,848.51,0.407,69
2026-05-06,Direct,mobile,146,109,89,2,88.89,0.582,251
2026-05-06,Referral,desktop,136,94,66,4,192.82,0.558,232
2026-05-07,Organic Search,mobile,366,274,205,5,195.7,0.431,183
2026-05-07,Paid Search,mobile,173,105,116,6,201.62,0.548,217
2026-05-07,Paid Social,mobile,198,134,95,6,226.04,0.354,142
2026-05-07,Email,desktop,246,181,166,12,539.99,0.62,250
2026-05-07,Direct,mobile,150,108,67,5,258.41,0.464,113
2026-05-07,Referral,desktop,145,82,64,2,107.29,0.358,54
2026-05-08,Organic Search,desktop,316,244,214,12,551.17,0.298,173
2026-05-08,Paid Search,mobile,177,127,89,4,184.65,0.334,249
2026-05-08,Paid Social,desktop,215,133,116,8,246.37,0.436,248
2026-05-08,Email,desktop,283,217,133,20,1023.18,0.448,113
2026-05-08,Direct,mobile,149,103,95,3,158.07,0.367,249
2026-05-08,Referral,desktop,118,77,64,2,93.57,0.599,192
2026-05-09,Organic Search,desktop,409,240,237,8,384.18,0.365,73
2026-05-09,Paid Search,mobile,232,148,119,6,245.82,0.58,68
2026-05-09,Paid Social,desktop,192,113,103,1,40.73,0.384,202
2026-05-09,Email,mobile,332,210,211,25,1304.74,0.574,79
2026-05-09,Direct,tablet,188,131,97,7,307.89,0.426,252
2026-05-09,Referral,mobile,152,96,91,10,415.05,0.473,259
2026-05-10,Organic Search,desktop,453,339,282,12,600.49,0.57,131
2026-05-10,Paid Search,mobile,170,96,112,6,270.91,0.517,203
2026-05-10,Paid Social,desktop,256,172,141,1,33.0,0.425,237
2026-05-10,Email,desktop,267,157,164,19,952.08,0.426,175
2026-05-10,Direct,desktop,188,133,125,12,601.61,0.436,183
2026-05-10,Referral,tablet,170,98,110,5,247.87,0.417,92
2026-05-11,Organic Search,desktop,343,221,185,14,641.56,0.453,208
2026-05-11,Paid Search,mobile,180,126,120,9,300.86,0.412,177
2026-05-11,Paid Social,desktop,202,146,96,4,134.34,0.578,251
2026-05-11,Email,desktop,222,142,128,10,522.8,0.461,209
2026-05-11,Direct,desktop,134,91,61,2,77.66,0.581,191
2026-05-11,Referral,desktop,143,109,72,4,199.95,0.423,89
2026-05-12,Organic Search,mobile,397,281,186,14,617.06,0.514,253
2026-05-12,Paid Search,mobile,163,113,90,4,184.07,0.35,207
2026-05-12,Paid Social,desktop,200,122,90,5,162.57,0.462,137
2026-05-12,Email,mobile,261,163,119,19,845.02,0.464,48
2026-05-12,Direct,desktop,168,116,97,4,154.08,0.523,226
2026-05-12,Referral,desktop,128,78,54,4,161.01,0.313,88
2026-05-13,Organic Search,desktop,347,251,169,8,380.66,0.332,173
2026-05-13,Paid Search,mobile,181,113,102,6,203.95,0.608,233
2026-05-13,Paid Social,mobile,206,155,89,5,208.11,0.335,208
2026-05-13,Email,desktop,265,163,121,11,555.63,0.498,114
2026-05-13,Direct,desktop,150,100,98,8,381.03,0.615,142
2026-05-13,Referral,desktop,135,103,64,8,329.37,0.484,153
2026-05-14,Organic Search,mobile,328,186,167,14,667.15,0.406,250
2026-05-14,Paid Search,mobile,161,110,78,5,189.78,0.366,107
2026-05-14,Paid Social,desktop,234,165,144,6,239.93,0.382,215
2026-05-14,Email,tablet,242,153,112,13,619.29,0.295,163
2026-05-14,Direct,mobile,129,97,86,5,242.07,0.419,98
2026-05-14,Referral,mobile,144,80,83,9,422.34,0.295,134
2026-05-15,Organic Search,desktop,310,231,141,13,553.6,0.572,116
2026-05-15,Paid Search,mobile,185,121,107,3,135.31,0.383,62
2026-05-15,Paid Social,tablet,205,130,120,2,78.59,0.552,56
2026-05-15,Email,desktop,222,172,120,13,540.27,0.35,59
2026-05-15,Direct,desktop,165,128,108,5,211.47,0.408,105
2026-05-15,Referral,mobile,129,73,63,5,237.76,0.429,97
2026-05-16,Organic Search,desktop,315,244,183,4,194.92,0.406,171
2026-05-16,Paid Search,tablet,227,152,102,7,273.81,0.317,210
2026-05-16,Paid Social,mobile,229,177,140,4,133.68,0.504,174
2026-05-16,Email,desktop,290,177,128,10,545.27,0.356,104
2026-05-16,Direct,desktop,163,97,92,6,258.59,0.429,171
2026-05-16,Referral,desktop,152,101,87,4,161.62,0.33,92
2026-05-17,Organic Search,desktop,483,310,264,6,273.08,0.592,87
2026-05-17,Paid Search,desktop,177,128,98,2,85.68,0.568,59
2026-05-17,Paid Social,mobile,232,177,100,2,62.56,0.552,63
2026-05-17,Email,mobile,318,176,147,15,662.39,0.475,70
2026-05-17,Direct,mobile,164,124,106,1,45.8,0.407,69
2026-05-17,Referral,desktop,138,86,90,11,578.29,0.324,205
